ItemCode,ItemName,English,French,English_(UK)
OUT04033,Estantería de pared 1400x400,,,
OUT04034,Regenerador 5GN 1/1 sin humedad 3600W monofásico i inversión puerta mano derecha,,,
OUT04035,Mesa mural 1900x700 con marco de refuerzo,,,
OUT04036,Lavamanos mural 350x315x120 con caño giratorio,,,
OUT04037,Lavamanos de pie 400x440x850 con caño giratorio,,,
OUT04038,CUST - Mesa mural 1100x600x850 con cubeta D y marco de refuerzo,,,
OUT04039,"CUST - Mesa mural con cubeta 2500x700, sin estante+agujero Ø33 a la izquierda de la cubeta",,,
OUT04040,CUST - Estantería de pared gama 1100X400,,,
OUT04041,Mesa central 1300x700 con 2 estantes,,,
OUT04042,Bastidor con fregadero GC 1800x700 doble,,,
OUT04043,Fregadero 1800x700 2c 800x500x400,,,
OUT04044,Mesa central 2200x900 con marco de refuerzo,,,
OUT04045,CUST - Estantería de pared 700x300,,,
OUT04046,CUST - Estantería para microondas-520mm,,,
OUT04047,Mesa central 2200x700 con 2 estantes,,,
OUT04048,Estantería de pared 1400x400,,,
OUT04049,OUT-Estante liso regulable 1200x400,,,
OUT04050,Estantería de pared 2000x300,,,
OUT04051,Mesa mural 2000x700 con estante,,,
OUT04052,Mesa central 2200x600 con 2 estantes,,,
OUT04053,Mesa mural 2000x700 con estante,,,
OUT04054,Mesa mural 1200x500 con estante,,,
OUT04055,Mesa central 600x900 con marco de refuerzo,,,
OUT04056,Mesa central 800x700 con 2 estantes,,,
OUT04057,Estante sobremesa doble 1700x350x700,,,
OUT04058,Mesa central 2400x900 con marco de refuerzo,,,
OUT04059,"Dispensador bandejas, cubiertos y tolva de pan 800x700x1520",,,
OUT04060,Mesa mural 1900x700 con marco de refuerzo,,,
OUT04061,Mesa mural 1900x700 con marco de refuerzo,,,
OUT04062,Mesa central 1500x500 con 2 estantes,,,
OUT04063,Mesa mural 1800x900 con marco de refuerzo,,,
OUT04064,Estantería de pared 1600x400,,,
OUT04065,Baño maría compacto sobremesa 650x560x250,,,
OUT04066,CUST - Mesa mural 1240x600 sin estante,,,
OUT04067,Mesa mural 1300x600 con 2 estantes,,,
OUT04068,CUST - Mesa central 650x550x850 con estante,,,
OUT04069,Encimera mural 1100x600 CON PETO LATERAL DERECHO PLEGADO,,,
OUT04070,CUST - Estantería de pared con cartelas invertidas 1100x300x200,,,
OUT04071,Mesa central 2000x900 con marco de refuerzo,,,
OUT04072,fregadero 1000x700 GRAN  CAPACIDAD,,,
OUT04073,Fregadero 1000x500 1c/1e D 340x360x150,,,
OUT04074,Mesa central 1800x800 con marco de refuerzo,,,
OUT04075,Fregadero 1200x600 1c/1e I 500x400x250,,,
OUT04076,Estantería de pared 1600x400,,,
OUT04077,CUST - Encimera mural 1350x600 con cubeta + peto lateral izquierdo plegado,,,
OUT04078,CUST - Mesa mural con cubeta 1730x600 con estante,,,
OUT04079,Estantería de pared 1800x400,,,
OUT04080,Mesa central 2400x700 con 2 estantes,,,
OUT04081,"CUST - Mesa de prelavado con aro, cubeta Izq. sin estante 1000x750x850",,,
OUT04082,Mesa mural 1800x500 con 2 estantes,,,
OUT04083,Estantería de pared con cartelas invertidas 1000x300,,,
OUT04084,Fregadero 1600x700 1c/1e I 860x500x380,,,
OUT04085,Mesa central 1600x600 con estante,,,
OUT04086,Mesa de 2000x600 con cubeta I y marco de refuerzo,,,
OUT04087,CUST - Estantería de pared 420x250x150,,,
OUT04088,Mesa mural 2000x600 con marco de refuerzo,,,
OUT04089,Mesa central 2000x800 con marco de refuerzo,,,
OUT04090,Cubo con tapa independiente y 2 ruedas (capacidad 50 l.),,,
OUT04091,Bastidor con fregadero 1400x600 I,,,
OUT04092,Mesa mural 2000x500 con 2 estantes,,,
OUT04093,Estantería de tubos mural 1000x400,,,
OUT04094,Armario colgante con puertas correderas 1600x400x600,,,
OUT04095,Cubo con tapa accionada por pedal y 2 ruedas (capacidad 95 l.),,,
OUT04096,"Mesa de 1800x700 con cubeta I, salvaaguas y marco de refuerzo",,,
OUT04097,Carro baño maría 3 GN 1/1 1095x670x880,,,
OUT04098,Fregadero 1400x600 2c/1e I 400x400x250,,,
OUT04099,Fregadero con bastidor 1200x700 D espacio y estante,,,
OUT04100,Fregadero 1200x500 2c/1e D 340x360x150,,,
OUT04101,Mesa mural 2000x700 con estante,,,
OUT04102,Mesa mural 1200x600 con estante,,,
OUT04103,Mesa mural con puertas 2000x700,,,
OUT04104,Armario colgante con puertas correderas 1400x400x600,,,
OUT04105,Fregadero 1400x600 1c/1e D 500x400x250,,,
OUT04106,Bastidor con fregadero 2200x700,,,
OUT04107,Mesa mural 2000x700 con estante,,,
OUT04108,Estantería de pared 600x250,,,
OUT04109,Mesa mural 2000x550 con estante,,,
OUT04110,"Mesa de 1800x700 con cubeta C, salvaaguas y marco de refuerzo",,,
OUT04111,Estantería de pared 1500x400,,,
OUT04112,Mesa central 1200x500 con marco de refuerzo,,,
OUT04113,Mesa central 2000x700 con 2 estantes,,,
OUT04114,Estantería de pared 1200x400,,,
OUT04115,Estantería de pared 1000x300,,,
OUT04116,Cubo con tapa accionada por pedal y 2 ruedas (capacidad 95 l.),,,
OUT04117,Estantería de pared con cartelas 2000x400,,,
OUT04118,Bastidor con fregadero GC 1200x700,,,
OUT04119,Mesa central 1400x600 con 2 estantes,,,
OUT04120,Fregadero con bastidor 1200x700 D y espacio lavavajillas,,,
OUT04121,Bastidor con fregadero 1400x600 I Doble y estante,,,
OUT04122,Mesa mural 1200x600 con estante,,,
OUT04123,Mesa central 2800x900 con estante,,,
OUT04124,Mesa central 1400x500 con estante,,,
OUT04125,Fregadero 1400x700 2c  600x500x300,,,
OUT04126,fregadero 600x600,,,
OUT04127,Fregadero 1800x700 2c/1e I 500x500x300,,,
OUT04128,Mesa mural 1800x600 con estante,,,
OUT04129,Mesa mural 2000x550 con marco de refuerzo,,,
OUT04130,Mesa mural 2400x700 con marco de refuerzo,,,
OUT04131,CUST -Mesa central 1275x600X600 con estante,,,
OUT04132,Bastidor con fregadero 1000x500 derecha,,,
OUT04133,Mesa mural 2000x600 con 2 estantes,,,
OUT04134,Cubo con tapa independiente y 2 ruedas (capacidad 50 l.),,,
OUT04135,Mesa mural 1800x700 con estante,,,
OUT04136,Mesa central 1300x900 con estante,,,
OUT04137,Mesa simple para Compact 6-4-9 GN 1/1 (longitudinal) con GUIAS,,,
OUT04138,Mesa mural 2400x500 con marco de refuerzo,,,
OUT04139,Mesa mural 2000x700 con estante,,,
OUT04140,Mesa mural 1500x700X600 con estante,,,
OUT04141,Fregadero 1200x700 1c/1e I 500x500x300,,,
OUT04142,Fregadero 1800x600 2c/1e D 500x400x300,,,
OUT04143,Mesa mural 1400x700 con estante,,,
OUT04144,Estantería de pared con cartelas 1200x400,,,
OUT04145,Mesa mural 1500x700 con estante,,,
OUT04146,Fregadero con bastidor 1400x600 I espacio y estante,,,
OUT04147,Mesa mural 1000x600 con estante,,,
OUT04198,Encimera central 1200x600,,,
OUT04199,"Campana Cook 1/1 condensación y olores, cámara y puerta",,,
OUT04200,Mesa mural 2000x600 con 2 estantes,,,
OUT04201,Fregadero con bastidor 1800x700 D y espacio lavavajillas,,,
OUT04202,CUST - Mesa mural 1750x700 con estante,,,
OUT04203,Mesa mural caliente 1600x700x850  3000W,,,
OUT04204,Self neutro puertas correderas 1200x700x850,,,
OUT04205,Self baño maría húmedo 2300x700x850 sin reserva (trifasico),,,
OUT04206,Mesa entrada prelavado mural cubeta izquierda y estante 1600x750x850,,,
OUT04207,Base para apilados 760x655x300 mm,,,
OUT04208,Mesa mural 2000x800 con estante,,,
OUT04209,Campana condensación de vapor y olores modelos S 1/1 (Transversales),,,
OUT04210,Abatidor de temperatura Mychill 5GN 1/1 transversal membr. Apert. izquierda,,,
OUT04211,Mesa de 1800x700 con cubeta I y estante,,,
OUT04212,Mesa central gama 500 sin estante FC050100 cust altura a 600 mm,,,
OUT04213,Mesa mural gama 700 con estante FM170110 cust 1080,,,
OUT04214,Mesa mural gama 500 con estante FM150080 cust a 700 mm,,,
OUT04215,Encimera mural 800x600 CUST Peto lateral izquierdo plegado,,,
OUT04216,Mesa central gama 700 con estante FC170140 cust a 1350 mm,,,
OUT04217,"Mesa entrada prelavado mural cubeta derecha, aro sin estante 1100x750x850",,,
OUT04218,Estantería de pared 2000x400,,,
OUT04219,Fregadero 1300x600 2c 500x500x300,,,
OUT04220,Fregadero 1000x500 1c/1e D 340x365x150,,,
OUT04221,Bastidor con fregadero 800x500 izquierda,,,
OUT04222,CUST - Estantería de pared 550x400,,,
OUT04223,Soporte con guías para Cook  1/1 altura 900,,,
OUT04224,Soporte con guías para Cook  1/1 altura 900,,,
OUT04225,Campana Bakershop 600x400 condensación cámara,,,
OUT04226,Mesa mural 2000x700 con estante,,,
OUT04227,Módulo 4 cajones 400x700,,,
OUT04228,Estante 2000x550,,,
OUT04229,"CUST - Mesa mural con cubeta 2800x700 con estante. ENCIMERA INOX 1,5mm",,,
OUT04230,Mesa entrada prelavado mural cub izq estante 1600x750x850 agujero centro cubeta,,,
OUT04231,fregadero 1300x700 1c/1e D 600x500x300,,,
OUT04232,Bastidor con fregadero 1200x500 izquierda,,,
OUT04233,Fregadero 2200x700 2c/2e 600x500x300,,,
OUT04234,Fregadero 1400x600 2c/1e I 400x400x250,,,
OUT04235,Estantería de pared 2000x400,,,
OUT04236,Mesa central 2800x600 con estante,,,
OUT04237,fregadero 600x600,,,
OUT04238,fregadero 800x700 1c 600x500x300,,,
OUT04239,Fregadero 1000x700 1c 860x500x380,,,
OUT04240,Mesa mural 1200x500 con estante,,,
OUT04241,Mesa de 2000x600 con cubeta D y marco de refuerzo,,,
OUT04242,Mesa de 2000x700 con cubeta I y estante,,,
OUT04243,Cajón guías telescópicas para mesa 460x450x150,,,
OUT04244,Fregadero 1200x700 1c 1060x500x380,,,
OUT04245,CUST - Mesa con cubeta y puertas2230x600,,,
OUT04246,Luz encastrada para Campanas (Gama Industrial) 1270x260x114,,,
OUT04247,CUST - Encimera mural 1350x700,,,
OUT04248,Cajón guías telescópicas para mesa 460x450x150,,,
OUT04249,Fregadero con bastidor 1200x600 D espacio y estante,,,
OUT04250,Bastidor con fregadero 1400x700 doble y estante,,,
OUT04251,Encimera central 2500x700,,,
OUT04252,Módulo con puertas abatibles 1000x700x850,,,
OUT04253,Mesa mural 1500x500 con estante,,,
OUT04254,Bastidor con fregadero 1000x550 izquierda,,,
OUT04255,Mesa central 2000x600 con estante,,,
OUT04256,Mesa cafetero ECO 2000x600x1050,,,
OUT04257,Mesa mural 2000x600 con 2 estantes,,,
OUT04258,Estantería de pared 2000x400,,,
OUT04259,Mesa cafetero ECO 1500x600x1050,,,
OUT04260,Mesa mural 1000x600 con estante,,,
OUT04261,Mesa mural 2000x600 con marco de refuerzo,,,
OUT04262,Mesa mural 1400x600 con estante,,,
OUT04263,Mesa central 2600x900 con 2 estantes,,,
OUT04264,Mesa central 1600x700 con marco de refuerzo,,,
OUT04265,Fregadero vertedero 600x600x555,,,
OUT04266,Mesa mural 2600x600 con estante,,,
OUT04267,Mesa mural 1500x700 con estante,,,
OUT04268,Mesa contramostrador 1500x350x1050 1 estante intermedio,,,
OUT04269,CUST - Mesa central 900x550 con estante,,,
OUT04270,Mesa central 2800x600 con estante,,,
OUT04271,Mesa mural 2000x600 con 2 estantes,,,
OUT04272,Mesa mural 1000x600 con 2 estantes,,,
OUT04273,FC160100 - Mesa central 1000x600 con estante,,,
OUT04274,F0240132 - Armario colgante abierto 1400x400x600,,,
OUT04275,FC160140 -Mesa central 1400x600 con estante,,,
OUT04276,T135332D - Fregadero 1350x500 2c/1e D 340x365x150,,,
OUT04277,FC160140 - Mesa central 1400x600 con estante,,,
OUT04278,MYCHA230 - Soporte con guías para Bake 600x400 altura 600,,,
OUT04279,FM260120 - Mesa mural 1200x600 con 2 estantes,,,
OUT04280,FM260100 - Mesa mural 1000x600 con 2 estantes,,,
OUT04281,F0251000 -Lavamanos de pie 400x440x850 con caño giratorio,,,
OUT04282,P146541I-Fregadero 1400x600 1c/1e I 500x400x250,,,
OUT04283,Mesa central 2000x900 con marco de refuerzo,,,
OUT04284,FC170180-Mesa central 1800x700 con estante,,,
OUT04285,FM170150 - Mesa mural 1500x700 con estante,,,
OUT04286,FC150200 - Mesa central 2000x500 con estante,,,
OUT04287,F0100247-Estantería de pared con cartelas 1200x400,,,
OUT04288,FM260200-Mesa mural 2000x600 con 2 estantes,,,
OUT04289,FC160280-Mesa central 2800x600 con estante,,,
OUT04290,L125541I - Fregadero 1200x550 1c/1e I 400x400x200,,,
OUT04291,FBILE612 - Fregadero con bastidor 1200x600 I espacio y estante,,,
OUT04292,"FPAEC16D - Mesa entrada prelavado mural cubeta derecha, aro y estante 1600x750x850",,,
OUT04293,FC160280 - Mesa central 2800x600 con estante,,,
OUT04294,FM260100 - Mesa mural 1000x600 con 2 estantes,,,
OUT04295,PCT00003 - Placa caliente de cristal templado 3 GN,,,
OUT04296,F0200401 - Estantería pared para microondas 600x400,,,
OUT04297,FBIE7200-Bastidor con fregadero 2000x700 I y estante,,,
OUT04298,F0100215 - Estantería de pared 1800x400,,,
OUT04299,F0260502 - Cubo con tapa accionada por pedal y 2 ruedas (capacidad 50 l.),,,
OUT04300,FM255200 - Mesa mural 2000x550 con 2 estantes,,,
OUT04301,FPMSC11D - Mesa entrada prelavado mural cubeta derecha 1100x750x850,,,
OUT04302,FC180280 - Mesa central 2800x800 con estante,,,
OUT04303,F0100215 -Estantería de pared 1800x400,,,
OUT04304,Mesa mural 2400x700 con marco de refuerzo,,,
OUT04305,F0100228 Estantería de pared 1000x300,,,
OUT04306,F0100216 Estantería de pared 2000x400,,,
OUT04307,F0100211 Estantería de pared 1000x400,,,
OUT04308,F0100216 Estantería de pared 2000x400,,,
OUT04309,"BME4100D- Mychef Bake Master 4 bandejas (600x400), derecha",,,
OUT04310,BME6100I- Mychef Bake Master 6 bandejas (600x400) izquierda,,,
OUT04311,"BME1100D- Mychef Bake Master 10 bandejas (600x400), derecha",,,
OUT04312,"BME4100I- Mychef Bake Master 4 bandejas (600x400), izquierda",,,
OUT04313,FBIE7160 - Bastidor con fregadero 1600x700 I y estante,,,
OUT04314,CUST - Estantería de pared con cartelas invertidas 1900x400,,,
OUT04315,FCIR6016 - Mesa de 1600x600 con cubeta I y marco de refuerzo,,,
OUT04316,FM260200  - Mesa mural 2000x600 con 2 estantes,,,
OUT04317,Fregadero 1200x550 1c/1e D 400x400x200,,,
OUT04318,Mesa central 2000x900 con marco de refuerzo,,,
OUT04319,Estantería de pared 1400x400,,,
OUT04320,"Mychef Snack Air 4 GN 2/3, abatible",,,
OUT04321,FBD50100 - Bastidor con fregadero 1000x500 derecha,,,
OUT04322,FC167190 - Mesa central 1900x700X600 con estante,,,
OUT04323,FC190100 - Mesa central 1000x900 con estante,,,
OUT04324,FBI50100 - Bastidor con fregadero 1000x500 izquierda,,,
OUT04325,"CUST - Mesa con cubeta y puertas 1950x700 + PETO LATERAL IZQUIERDO + ENCIMERA e=1,5mm",,,
OUT04326,FC260220 - Mesa central 2200x600 con 2 estantes,,,
OUT04327,FCIE7016 - Mesa de 1600x700 con cubeta I y estante,,,
OUT04328,"Mychef Snack Air 4 GN 2/3, abatible",,,
OUT04329,Mesa mural 1400x700 con estante CUST - Espesor 1.5 en encimera,,,
OUT04330,Mesa mural 1600x500 con estante,,,
OUT04331,mychef evolution 9 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,,,
OUT04332,FC067150 Mesa central 1500x700X600 con marco de refuerzo,,,
OUT04333,"FM070140 Mesa mural 1400x700 con marco de refuerzo, espesor 1,5 en encimera",,,
OUT04334,FM070140 Mesa mural 1400x700 con marco de refuerzo,,,
OUT04335,F3020003 Mesa cafetero ECO 2000x600x1050,,,
OUT04336,FC060160 Mesa central 1600x600 con marco de refuerzo,,,
OUT04337,F0100214 Estantería de pared 1600x400,,,
OUT04338,FC050060 Mesa central 600x500 con marco de refuerzo,,,
OUT04339,FM070120 Mesa mural 1200x700 con marco de refuerzo,,,
OUT04340,FC050100 Mesa central 1000x500 con marco de refuerzo,,,
OUT04341,Bastidor con fregadero 1200x500 derecha,,,
OUT04342,Bastidor con fregadero 1200x600 D,,,
OUT04343,Módulo 4 cajones 400x700,,,
OUT04344,Mesa central 2400x700 con marco de refuerzo,,,
OUT04345,Mesa central 1800x700 con marco de refuerzo,,,
OUT04346,FMP80240 Mesa mural con puertas 2400x800,,,
OUT04347,F0020302 - Cajón guías telescópicas para mesa 460x450x150,,,
OUT04348,FD260406 - Carro de servicio 3 estantes 1095x695x950 desmontado,,,
OUT04349,FM160180 - Mesa mural 1800x600 con estante,,,
OUT04350,F0100208 Estantería de pared 800x250,,,
OUT04351,FM170170 Mesa mural 1700x700 con estante,,,
OUT04352,"Mychef Cook Master 10 GN 2/1, derecha",,,
OUT04353,F0100214 - Estantería de pared 1600x400,,,
OUT04354,FCIR6020 - Mesa de 2000x600 con cubeta I y marco de refuerzo,,,
OUT04355,FM170120 - Mesa mural 1200x700 con estante,,,
OUT04356,FBD06100 - Bastidor con fregadero 1000x600 D,,,
OUT04357,FM170160 Mesa mural 1600x700 con estante,,,
OUT04358,FBPIL714 - Fregadero con puertas 1400x700 I y espacio lavavajillas,,,
OUT04359,FC190200 - Mesa central 2000x900 con estante,,,
OUT04360,F0200101 - Estantería campana mural 1115x400,,,
OUT04361,FC066170 - Mesa central 1700x600X600 con marco de refuerzo,,,
OUT04362,FC170150 - Mesa central 1500x700 con estante,,,
OUT04363,F0470611 - Regenerador 6GN 1/1 con humedad 7800W trifásico,,,
OUT04364,FC150160 - Mesa central 1600x500 con estante,,,
OUT04365,FC190200 - Mesa central 2000x900 con estante,,,
OUT04366,Estantería de pared 1800x400,,,
OUT04367,F0080392 - Encimera mural 2200x700,,,
OUT04368,FBIE5100 - Bastidor con fregadero 1000x550 izquierda y estante,,,
OUT04369,FM290220 - Mesa mural 2200x900 con 2 estantes,,,
OUT04370,FEPCU002- CUST - Estantería de pared 630x400,,,
OUT04371,FM160200 - Mesa mural 2000x600 con estante,,,
OUT04372,FC170150 - Mesa central 1500x700 con estante,,,
OUT04373,"FPAEC16D - Mesa entrada prelavado mural cubeta derecha, aro y estante 1600x750x850",,,
OUT04374,TVAA5060 - Mesa con ruedas para envasadora S / M,,,
OUT04375,FC260100 -Mesa central 1000x600 con 2 estantes +Agujero + aro de goma de desbarace,,,
OUT04376,FESME077 - Mesa entrada/salida mural con estante 700x750x850 dcha/izqda,,,
OUT04377,TVAA5060 - Mesa con ruedas para envasadora S / M,,,
OUT04378,MYCHA232 - Soporte con guías para Bakershop 600x400 altura 900,,,
OUT04379,MYCHA177 - Kit de apilado para modelos Serie L,,,
OUT04380,MYCHA166 - Mesa duo para Compact 6*2 o 4*2 GN 1/1 (longitudinal),,,
OUT04381,MYCHA225 - Soporte con guías para Cook  1/1 altura 900,,,
OUT04382,MYCHA226 - Soporte con guías para Cook  1/1 altura 600,,,
OUT04383,FBDL0612 -Fregadero con bastidor 1200x600 D y espacio lavavajillas,,,
OUT04384,"BSS4100D-Mychef Bakershop Air-S 4 bandejas (600x400), derecha",,,
OUT04385,F0080406 - Módulo caliente 1800x600x850 sin encimera,,,
OUT04386,FC160200 - Mesa central 2000x600 con estante,,,
OUT04387,F0430001 - Mesa mural caliente 1600x700x850  3000W,,,
OUT04388,F0080408 - Módulo central caliente 2000x700x850 3000W,,,
OUT04389,F0240201 -Armario de limpieza 1 puerta 600x450x1900 mm,,,
OUT04390,F0100207-Estantería de pared 600x250,,,
OUT04391,FBDLE612 - Fregadero con bastidor 1200x600 D espacio y estante,,,
OUT04392,FM160100 - Mesa mural 1000x600 con estante,,,
OUT04393,FM270200 - Mesa mural 2000x700 con 2 estantes,,,
OUT04394,F0100218 - Estantería de pared 800x400,,,
OUT04395,"FCDES616 - Mesa de 1600x600 con cubeta D, salvaaguas y estante",,,
OUT04396,P125541D -Fregadero 1200x550 1c/1e D 400x400x200 derecha +LAVA0001,,,
OUT04397,Fregadero 700x700 1c 500x500x300,,,
OUT04398,P1078650 - Fregadero 1000x700 1c 860x500x380,,,
OUT04399,P217652D - Fregadero 2000x700 2c/1e D 600x500x300 derecha,,,
OUT04400,FBILE614 - Fregadero con bastidor 1400x600 I espacio y estante,,,
OUT04401,FM160150 - Mesa mural 1500x600 con estante,,,
OUT04402,FC190200 - Mesa central 2000x900 con estante,,,
OUT04403,FM160100 - Mesa mural 1000x600 con estante,,,
OUT04404,FM160150 - Mesa mural 1500x600 con estante,,,
OUT04405,FM270120 - Mesa mural 1200x700 con 2 estantes,,,
OUT04406,FC170180 - Mesa central 1800x700 con estante,,,
OUT04407,FC170260 - Mesa central 2600x700 con estante,,,
OUT04408,FBIE6140 - Bastidor con fregadero 1400x600 I y estante,,,
OUT04409,FM070220 - Mesa mural 2200x700 con marco de refuerzo,,,
OUT04410,"CUP1100D Mychef Cook Up 10 GN 1/1, derecha",,,
OUT04411,FC070110-Mesa central 1100x700 con marco de refuerzo,,,
OUT04412,F1400003-Carro caliente ACR-B 10 GN 2/1,,,
OUT04413,FBDE7220-Bastidor con fregadero 2200x700 y estante,,,
OUT04414,FBIE7200-Bastidor con fregadero 2000x700 I y estante,,,
OUT04415,F0100626 - Estantería de pared con cartelas invertidas 2000x400,,,
OUT04416,CUST - Mesa mural 600x500x600 con marco de refuerzo,,,
OUT04417,FM255150 - Mesa mural 1500x550 con 2 estantes,,,
OUT04418,FPMEC07D - Mesa entrada prelavado mural cubeta derecha y estante 700x750x850,,,
OUT04419,OPC20106 -Fregadero Optima 1200x600 Izquierda,,,
OUT04420,FM290220 - Mesa mural 2200x900 con 2 estantes,,,
OUT04421,FC080200 - Mesa central 2000x800 con marco de refuerzo,,,
OUT04422,FBI06142 - Bastidor con fregadero 1400x600 I Doble,,,
OUT04423,FM060220-Mesa mural 2200x600 con marco de refuerzo,,,
OUT04424,F0240007-Armario de pie 2 puertas practicables 1200x600x1900,,,
OUT04425,F0080392 - Encimera mural 2200x700,,,
OUT04426,FBI07160-Bastidor con fregadero 1600x700 I,,,
OUT04427,FMP60080-Mesa mural con puertas 800x600,,,
OUT04428,FB007070-Bastidor con fregadero 700x700,,,
OUT04429,FC070220-Mesa central 2200x700 con marco de refuerzo,,,
OUT04430,Bastidor fregadero con aro 1800x700 I y espacio+agujero Ø33 en el centro de la cubeta,,,
OUT04431,FM170100-Mesa mural 1000x700 con estante,,,
OUT04432,F0100216-Estantería de pared 2000x400,,,
OUT04433,FM270240-Mesa mural 2400x700 con 2 estantes,,,
OUT04434,FBD06180-Bastidor con fregadero 1800x600 D,,,
OUT04435,F05E1670-Mesa con aro desbarazado 1600x700x850 con estante,,,
OUT04436,FM170170-Mesa mural 1700x700 con estante,,,
OUT04437,FM260200-Mesa mural 2000x600 con 2 estantes,,,
OUT04438,FC170140-Mesa central 1400x700 con estante,,,
OUT04439,FM170160-Mesa mural 1600x700 con estante,,,
OUT04440,FC260140-Mesa central 1400x600 con 2 estantes,,,
OUT04441,F0501470-Mesa con aro desbarazado 1400x700x850 MR,,,
OUT04442,FM160180-Mesa mural 1800x600 con estante,,,
OUT04443,F0100251-Estantería de pared con cartelas 1800x400,,,
OUT04444,F0100242-Estantería de pared con cartelas 1800x250,,,
OUT04445,F0100231-Estantería de pared 1500x300,,,
OUT04446,61SLETAD-mychef evolution 6 GN 1/1 serie S longitudinal con TSC autolimpieza y apertura DCH,,,
OUT04447,"Mychef goSensor MEDIUM, Becker 16 m3h, 230V 50-60Hz",,,
OUT04448,FC270150-Mesa central 1500x700 con 2 estantes,,,
OUT04449,"SC61T00D-Compact Concept 6GN 1/1 T sin TSC, sin UltraVioletSteam, derecha",,,
OUT04450,FC070120-Mesa central 1200x700 con marco de refuerzo,,,
OUT04451,FC170140-Mesa central 1400x700 con estante,,,
OUT04452,FM170260-Mesa mural 2600x700 con estante,,,
OUT04453,FBDL0612-Fregadero con bastidor 1200x600 D y espacio lavavajillas,,,
OUT04454,FM170260-Mesa mural 2600x700 con estante,,,
OUT04455,FC070120-Mesa central 1200x700 con marco de refuerzo,,,
OUT04456,FM160200-Mesa mural 2000x600 con estante,,,
OUT04457,F0100212-Estantería de pared 1200x400,,,
OUT04458,F0100202-Estantería de pared 1200x250,,,
OUT04459,F0100002-Estantería de tubos mural 1200x400,,,
OUT04460,F0100215-Estantería de pared 1800x400,,,
OUT04461,F0100219-Estantería de pared 1500x400,,,
OUTO3087,Baño maría compacto sobremesa 650x560x250 3000W,Compact benchtop water bath 650x560x250 3000W,Bain-marie compact de paillasse 650x560x250 3000W,
P0400001,Carro caliente REPAGAS : humedad y ruedas 700x870x1740 Potencia 3000 W,REPAGAS hot trolley: humidity and wheels 700x870x1740 Power 3000 W,Chariot chaud REPAGAS : humidité et roues 700x870x1740 Puissance 3000 W,
P0400003,Carro caliente REPAGAS: humedad y ruedas 700x805x1150 Potencia 3000 W,REPAGAS hot trolley: humidity and wheels 700x805x1150 Power 3000 W,Chariot chaud REPAGAS : humidité et roues 700x805x1150 Puissance 3000 W,
P0665410,fregadero 600x600,600x600 sink,Évier 600x600,
P0765510,Fregadero 700x600 1c 500x500x300,Sink 700x600 1c 500x500x300,Évier 700x600 1c 500x500x300,
P0775510,fregadero 700x700,sink 700x700,évier 700x700,
P0876510,fregadero 800x700 1c 600x500x300,sink 800x700 1c 600x500x300,évier 800x700 1c 600x500x300,
P105541D,Fregadero 1000x550 1c/1e D 400x400x200,Sink 1000x550 1c / 1e D 400x400x200,Lavabo 1000x550 1c / 1e D 400x400x200,
P105541I,Fregadero I 400x400x200,Sink 1000x550 1c / 1e I 400x400x250,Évier 1000x550 1c / 1e I 400x400x250,
P106441D,Fregadero de 1000x600 con escurridor derecha,1000x600 sink with right drainer,Évier 1000x600 avec égouttoir à droite,
P106441I,Fregadero 1000x600 1c/1e I 400x400x250,Sink 1000x600 1c / 1e I 400x400x250,Lavabo 1000x600 1c / 1e I 400x400x250,
P1064420,Fregadero 1000x600 2c  400x400x250,Sink 1000x600 2c 400x400x250,Évier 1000x600 2c 400x400x250,
P1074520,fregadero 1000x700 2c 400x500x250,sink 1000x700 2c 400x500x250,évier 1000x700 2c 400x500x250,
P107551D,Fregadero 1000x700 1c/1e D 500x500x300,Sink 1000x700 1c / 1e D 500x500x300,Lavabo 1000x700 1c / 1e D 500x500x300,
P107551I,Fregadero 1000x700 1c/1e I 500x500x300,Sink 1000x700 1c / 1e I 500x500x300,Évier 1000x700 1c / 1e I 500x500x300,
P1078650,Fregadero 1000x700 1c 860x500x380,Sink 1000x700 1c 860x500x380,Évier 1000x700 1c 860x500x380,
P125541D,Fregadero 1200x550 1c/1e D 400x400x200 derecha,Sink 1200x550 1c / 1e D 400x400x200 right,Lavabo 1200x550 1c / 1e D 400x400x200 droite,
P125541I,Fregadero 1200x550 1c/1e I 400x400x200,Sink 1200x550 1c / 1e I 400x400x200,Lavabo 1200x550 1c / 1e I 400x400x200,
P126541D,fregadero 1200x600 derecha,sink 1200x600 right,évier 1200x600 à droite,
P126541I,fregadero 1200x600 izquierda,sink 1200x600 left,évier 1200x600 gauche,
P1265420,Fregadero 1200x600 2c  500x400x250,Sink 1200x600 2c 500x400x250,Lavabo 1200x600 2c 500x400x250,
P1271050,Fregadero 1200x700 1c 1060x500x380,Sink 1200x700 1c 1060x500x380,Lavabo 1200x700 1c 1060x500x380,
P127551D,Fregadero 1200x700 1c/1e D 500x500x300 derecha,Sink 1200x700 1c / 1e D 500x500x300 right,Lavabo 1200x700 1c / 1e D 500x500x300 droite,
